Customer ID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,segment_label,is_churned,churn_probability,churn_risk
14983,689,1,183.2,1,1,1,3,111,Lost,1,0.9996289,High Risk
14984,19,6,1260.51,5,4,4,13,544,Champions,0,0.00042820536,Low Risk
14985,198,2,292.01,2,2,2,6,222,Lost,1,0.9996289,High Risk
14986,376,2,563.1,2,2,2,6,222,Lost,1,0.9996289,High Risk
14987,16,8,1550.65,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
14988,212,7,2038.65,2,4,4,10,244,At Risk,1,0.9995865,High Risk
14989,662,1,342.4,1,1,2,4,112,Lost,1,0.9996289,High Risk
14990,612,2,304.17,1,2,2,5,122,Lost,1,0.9996289,High Risk
14991,430,1,314.67,1,1,2,4,112,Lost,1,0.9996289,High Risk
14992,442,1,210.5,1,1,1,3,111,Lost,1,0.9996289,High Risk
14993,564,1,36.13,1,1,1,3,111,Lost,1,0.9996289,High Risk
14994,382,5,946.72,2,4,3,9,243,At Risk,1,0.99973327,High Risk
14995,39,2,231.98,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
14996,481,2,442.29,1,2,2,5,122,Lost,1,0.9996289,High Risk
14997,46,4,776.5999999999999,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
14998,170,4,753.18,3,3,3,9,333,Loyal Customers,1,0.9995105,High Risk
14999,593,1,129.48000000000002,1,1,1,3,111,Lost,1,0.9996289,High Risk
15000,48,1,490.52,4,1,2,7,412,New Customers,0,0.0004902948,Low Risk
15001,394,2,199.11,2,2,1,5,221,Lost,1,0.9996289,High Risk
15002,116,9,4138.08,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
15003,473,6,1027.03,1,4,3,8,143,At Risk,1,0.99973327,High Risk
15004,147,1,1220.77,3,1,3,7,313,Others,1,0.99958855,High Risk
15005,16,56,13754.58,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15006,51,2,757.78,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
15007,159,1,156.91,3,1,1,5,311,Others,1,0.9996289,High Risk
15008,480,2,360.0,1,2,2,5,122,Lost,1,0.9996289,High Risk
15009,12,3,1259.43,5,3,4,12,534,Loyal Customers,0,0.0002505981,Low Risk
15010,36,1,308.94,4,1,2,7,412,New Customers,0,0.0004902948,Low Risk
15011,396,2,416.6,2,2,2,6,222,Lost,1,0.9996289,High Risk
15012,54,3,646.26,4,3,3,10,433,Loyal Customers,0,0.00039627156,Low Risk
15013,488,10,1610.82,1,5,4,10,154,At Risk,1,0.9997583,High Risk
15014,43,2,257.67,4,2,1,7,421,New Customers,0,0.0004902948,Low Risk
15015,501,13,2354.97,1,5,4,10,154,At Risk,1,0.99942315,High Risk
15016,173,5,620.89,3,4,3,10,343,Loyal Customers,1,0.9997578,High Risk
15017,34,1,125.58,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
15018,39,3,496.21,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
15019,267,1,252.81,2,1,1,4,211,Lost,1,0.9996289,High Risk
15020,379,1,198.47,2,1,1,4,211,Lost,1,0.9996289,High Risk
15021,9,12,2500.59,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
15022,12,5,1133.44,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
15023,3,20,11578.65,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15024,10,16,3559.39,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15025,33,2,979.79,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
15026,80,5,1048.89,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
15027,31,10,3195.6,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15028,8,6,962.94,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
15029,620,1,365.1,1,1,2,4,112,Lost,1,0.9996289,High Risk
15030,72,8,1979.91,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
15031,4,14,3102.94,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15032,256,8,11010.05,2,4,5,11,245,At Risk,1,0.99942315,High Risk
15033,5,10,2557.18,5,5,4,14,554,Champions,0,0.0002199083,Low Risk
15034,16,14,8231.2,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15035,90,1,252.73,3,1,1,5,311,Others,0,0.06864297,Low Risk
15036,72,3,429.56,3,3,2,8,332,Potential Loyalists,0,0.0004902948,Low Risk
15037,376,2,397.76,2,2,2,6,222,Lost,1,0.9996289,High Risk
15038,59,9,1146.53,4,5,3,12,453,Loyal Customers,0,0.00056754524,Low Risk
15039,10,93,39141.48,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15040,542,1,7.49,1,1,1,3,111,Lost,1,0.9996289,High Risk
15041,170,2,289.4,3,2,2,7,322,Others,1,0.9996289,High Risk
15042,199,2,315.45,2,2,2,6,222,Lost,1,0.9996289,High Risk
15043,31,6,2870.32,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
15044,19,35,16024.15,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15045,152,2,735.66,3,2,3,8,323,Others,1,0.9995913,High Risk
15046,9,25,7623.79,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15047,270,1,343.62,2,1,2,5,212,Lost,1,0.9996289,High Risk
15048,65,4,381.0,3,3,2,8,332,Potential Loyalists,0,0.0004902948,Low Risk
15049,274,1,121.17000000000002,2,1,1,4,211,Lost,1,0.9996289,High Risk
15050,25,5,4087.19,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
15051,23,9,3926.91,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15052,319,1,207.73,2,1,1,4,211,Lost,1,0.9996289,High Risk
15053,5,3,693.95,5,3,3,11,533,Loyal Customers,0,0.00037169023,Low Risk
15054,12,2,302.1,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
15055,475,3,549.12,1,3,2,6,132,Others,1,0.9996289,High Risk
15056,520,1,113.65,1,1,1,3,111,Lost,1,0.9996289,High Risk
15057,275,5,3255.96,2,4,5,11,245,At Risk,1,0.99942315,High Risk
15058,25,16,3387.58,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15059,41,19,3491.2,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15060,8,4,294.25,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
15061,4,127,126389.02,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15062,71,8,2585.62,3,4,4,11,344,Loyal Customers,0,0.00030059286,Low Risk
15063,213,1,370.8,2,1,2,5,212,Lost,1,0.9996289,High Risk
15064,410,4,1254.41,2,3,4,9,234,At Risk,1,0.9993699,High Risk
15065,38,5,3326.86,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
15066,53,1,893.59,4,1,3,8,413,New Customers,0,0.0004422136,Low Risk
15067,78,5,3862.88,3,4,5,12,345,Loyal Customers,0,0.0002199083,Low Risk
15068,46,4,1174.9,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
15069,179,1,1109.53,3,1,3,7,313,Others,1,0.99958855,High Risk
15070,373,3,737.0500000000001,2,3,3,8,233,At Risk,1,0.9995913,High Risk
15071,94,4,1455.56,3,3,4,10,334,Loyal Customers,1,0.9995535,High Risk
15072,479,1,187.52,1,1,1,3,111,Lost,1,0.9996289,High Risk
15073,10,8,2788.02,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
15074,105,3,1553.13,3,3,4,10,334,Loyal Customers,1,0.9995535,High Risk
15075,78,1,773.03,3,1,3,7,313,Others,0,0.0004422136,Low Risk
15076,173,3,1447.74,3,3,4,10,334,Loyal Customers,1,0.9995535,High Risk
15077,495,2,2428.08,1,2,4,7,124,Cant Lose Them,1,0.99928516,High Risk
15078,7,53,17286.73,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15079,213,11,3625.4,2,5,5,12,255,At Risk,1,0.99921155,High Risk
15080,428,2,546.25,1,2,2,5,122,Lost,1,0.9996289,High Risk
15081,22,12,1854.57,4,5,4,13,454,Champions,0,0.00042543272,Low Risk
15082,669,1,93.35,1,1,1,3,111,Lost,1,0.9996289,High Risk
15083,257,1,88.2,2,1,1,4,211,Lost,1,0.9996289,High Risk
15084,380,2,965.2,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
15085,730,1,347.54,1,1,2,4,112,Lost,1,0.9996289,High Risk
15086,565,2,218.53,1,2,1,4,121,Lost,1,0.9996289,High Risk
15087,282,1,306.94,2,1,2,5,212,Lost,1,0.9996289,High Risk
15088,21,2,1160.07,4,2,3,9,423,New Customers,0,0.00036926035,Low Risk
15089,10,6,2420.84,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
15090,308,1,381.32,2,1,2,5,212,Lost,1,0.9996289,High Risk
15091,68,3,1046.61,3,3,3,9,333,Loyal Customers,0,0.00036926035,Low Risk
15092,215,3,776.46,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15093,18,23,13702.38,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15094,463,2,83.0,1,2,1,4,121,Lost,1,0.9996289,High Risk
15095,104,10,3141.64,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
15096,43,1,219.39,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
15097,4,3,908.35,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
15098,182,3,39916.5,3,3,5,11,335,Loyal Customers,1,0.99914396,High Risk
15099,84,1,410.48,3,1,2,6,312,Others,0,0.0004902948,Low Risk
15100,334,7,2193.9,2,4,4,10,244,At Risk,1,0.99942315,High Risk
15101,9,6,1477.94,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
15102,531,2,554.67,1,2,2,5,122,Lost,1,0.9996289,High Risk
15103,31,2,703.36,4,2,3,9,423,New Customers,0,0.00037169023,Low Risk
15104,197,2,993.54,2,2,3,7,223,Cant Lose Them,1,0.99958855,High Risk
15105,18,9,3094.91,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15106,18,5,1422.52,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
15107,311,9,824.35,2,5,3,10,253,At Risk,1,0.99973327,High Risk
15108,142,4,1300.25,3,3,4,10,334,Loyal Customers,1,0.9993699,High Risk
15109,246,3,983.1,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15110,24,6,1505.85,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
15111,29,5,2442.37,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
15112,611,1,209.4,1,1,1,3,111,Lost,1,0.9996289,High Risk
15113,10,3,3509.43,5,3,5,13,535,Loyal Customers,0,0.0001757982,Low Risk
15114,30,12,3400.12,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15115,18,2,531.85,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
15116,18,4,1352.75,5,3,4,12,534,Loyal Customers,0,0.00024589666,Low Risk
15117,15,8,2485.9700000000003,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
15118,134,1,244.8,3,1,1,5,311,Others,1,0.9996289,High Risk
15119,246,1,266.4,2,1,1,4,211,Lost,1,0.9996289,High Risk
15120,134,1,358.82,3,1,2,6,312,Others,1,0.9996289,High Risk
15121,50,2,457.72,4,2,2,8,422,New Customers,0,0.0004902948,Low Risk
15122,114,11,4487.27,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
15123,7,5,4656.17,5,4,5,14,545,Champions,0,0.0002199083,Low Risk
15124,23,4,450.82,4,3,2,9,432,Potential Loyalists,0,0.0004094127,Low Risk
15125,25,24,17024.87,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15126,537,2,449.49,1,2,2,5,122,Lost,1,0.9996289,High Risk
15127,66,2,711.5,3,2,3,8,323,Others,0,0.00044512333,Low Risk
15128,60,5,1783.68,3,4,4,11,344,Loyal Customers,0,0.00092350127,Low Risk
15129,50,23,6860.18,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15130,170,1,330.11,3,1,2,6,312,Others,1,0.9996289,High Risk
15131,395,1,80.28,2,1,1,4,211,Lost,1,0.9996289,High Risk
15132,18,5,977.93,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
15133,128,5,1806.9,3,4,4,11,344,Loyal Customers,1,0.9997583,High Risk
15134,15,10,1596.29,5,5,4,14,554,Champions,0,0.00067572953,Low Risk
15135,239,2,305.68,2,2,2,6,222,Lost,1,0.9996289,High Risk
15136,3,4,1286.7,5,3,4,12,534,Loyal Customers,0,0.0002505981,Low Risk
15137,521,2,823.4,1,2,3,6,123,Cant Lose Them,1,0.99958855,High Risk
15138,394,1,502.52,2,1,2,5,212,Lost,1,0.9996289,High Risk
15139,240,2,178.96,2,2,1,5,221,Lost,1,0.9996289,High Risk
15140,52,8,3243.69,4,4,5,13,445,Champions,0,0.0002199083,Low Risk
15141,458,7,1388.47,1,4,4,9,144,At Risk,1,0.9997583,High Risk
15142,46,6,2619.92,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
15143,226,2,563.63,2,2,2,6,222,Lost,1,0.9996289,High Risk
15144,8,29,12160.31,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15145,4,4,1194.73,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
15146,165,2,1327.16,3,2,4,9,324,Others,1,0.9993699,High Risk
15147,240,1,623.5,2,1,3,6,213,Cant Lose Them,1,0.9996289,High Risk
15148,11,1,301.29,5,1,2,8,512,New Customers,0,0.0004902948,Low Risk
15149,134,5,1554.61,3,4,4,11,344,Loyal Customers,1,0.9997583,High Risk
15150,17,13,8977.94,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15151,423,2,2085.61,1,2,4,7,124,Cant Lose Them,1,0.9993869,High Risk
15152,10,14,5263.83,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15153,31,1,329.25,4,1,2,7,412,New Customers,0,0.0004902948,Low Risk
15154,75,3,1343.72,3,3,4,10,334,Loyal Customers,0,0.0002645812,Low Risk
15155,383,1,383.97,2,1,2,5,212,Lost,1,0.9996289,High Risk
15156,1,3,961.49,5,3,3,11,533,Loyal Customers,0,0.00036926035,Low Risk
15157,4,5,2654.11,5,4,4,13,544,Champions,0,0.0002199083,Low Risk
15158,45,2,606.02,4,2,2,8,422,New Customers,0,0.0004902948,Low Risk
15159,2,34,22116.73,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15160,357,4,589.27,2,3,2,7,232,Others,1,0.9996289,High Risk
15161,388,1,119.92,2,1,1,4,211,Lost,1,0.9996289,High Risk
15162,731,1,312.9,1,1,2,4,112,Lost,1,0.9996289,High Risk
15163,18,2,304.47,5,2,2,9,522,New Customers,0,0.0004094127,Low Risk
15164,69,9,2028.11,3,5,4,12,354,Loyal Customers,0,0.00030680475,Low Risk
15165,373,1,487.75,2,1,2,5,212,Lost,1,0.9996289,High Risk
15166,468,1,167.16,1,1,1,3,111,Lost,1,0.9996289,High Risk
15167,321,5,1627.62,2,4,4,10,244,At Risk,1,0.9997583,High Risk
15168,26,1,106.56,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
15169,382,2,569.22,2,2,2,6,222,Lost,1,0.9996289,High Risk
15170,407,1,81.15,2,1,1,4,211,Lost,1,0.9996289,High Risk
15171,331,1,1289.5,2,1,4,7,214,Cant Lose Them,1,0.99947387,High Risk
15172,9,5,1624.05,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
15173,381,7,1494.6,2,4,4,10,244,At Risk,1,0.9997583,High Risk
15174,323,2,481.46,2,2,2,6,222,Lost,1,0.9996289,High Risk
15175,72,1,224.14,3,1,1,5,311,Others,0,0.0004902948,Low Risk
15176,668,1,988.04,1,1,3,5,113,Cant Lose Them,1,0.99958855,High Risk
15177,426,1,948.93,1,1,3,5,113,Cant Lose Them,1,0.99958855,High Risk
15178,260,1,40.5,2,1,1,4,211,Lost,1,0.9996289,High Risk
15179,18,13,7491.92,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15180,367,3,816.9300000000001,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15181,66,5,1200.2,3,4,3,10,343,Loyal Customers,0,0.0007484747,Low Risk
15182,154,11,2998.952,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
15183,548,3,639.93,1,3,3,7,133,At Risk,1,0.9996289,High Risk
15184,29,4,685.39,4,3,3,10,433,Loyal Customers,0,0.00038218443,Low Risk
15185,70,1,310.62,3,1,2,6,312,Others,0,0.0004902948,Low Risk
15186,14,5,1403.2,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
15187,2,16,4777.18,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15188,725,1,310.43,1,1,2,4,112,Lost,1,0.9996289,High Risk
15189,1,46,17524.38,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15190,434,1,834.4399999999999,1,1,3,5,113,Cant Lose Them,1,0.99958855,High Risk
15191,463,3,588.05,1,3,2,6,132,Others,1,0.9996289,High Risk
15192,120,5,1666.39,3,4,4,11,344,Loyal Customers,1,0.9997583,High Risk
15193,61,1,499.32,3,1,2,6,312,Others,0,0.0004902948,Low Risk
15194,3,28,12021.53,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15195,3,1,3861.0,5,1,5,11,515,New Customers,0,0.00020254405,Low Risk
15196,433,2,313.7,1,2,2,5,122,Lost,1,0.9996289,High Risk
15197,11,6,1877.51,5,4,4,13,544,Champions,0,0.00042543272,Low Risk
15198,92,5,571.35,3,4,2,9,342,Potential Loyalists,1,0.9997578,High Risk
15199,59,10,3122.4,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15200,495,1,549.05,1,1,2,4,112,Lost,1,0.9996289,High Risk
15201,87,7,1842.95,3,4,4,11,344,Loyal Customers,0,0.00058148085,Low Risk
15202,420,3,6001.49,1,3,5,9,135,At Risk,1,0.99914396,High Risk
15203,26,15,4400.18,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15204,357,1,316.58,2,1,2,5,212,Lost,1,0.9996289,High Risk
15205,85,2,653.24,3,2,3,8,323,Others,0,0.0004745588,Low Risk
15206,10,4,420.3,5,3,2,10,532,Potential Loyalists,0,0.0004094127,Low Risk
15207,416,3,683.9200000000001,1,3,3,7,133,At Risk,1,0.9996025,High Risk
15208,1,6,970.52,5,4,3,12,543,Loyal Customers,0,0.00056754524,Low Risk
15209,730,1,178.98000000000002,1,1,1,3,111,Lost,1,0.9996289,High Risk
15210,225,3,1176.19,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15211,60,2,894.4100000000001,3,2,3,8,323,Others,0,0.0004422136,Low Risk
15212,241,2,208.28,2,2,1,5,221,Lost,1,0.9996289,High Risk
15213,319,2,328.35,2,2,2,6,222,Lost,1,0.9996289,High Risk
15214,2,8,1661.44,5,4,4,13,544,Champions,0,0.00067572953,Low Risk
15215,47,7,2422.43,4,4,4,12,444,Champions,0,0.0002199083,Low Risk
15216,88,2,486.09,3,2,2,7,322,Others,0,0.0004902948,Low Risk
15217,563,1,426.24,1,1,2,4,112,Lost,1,0.9996289,High Risk
15218,11,22,11468.83,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15219,176,2,685.45,3,2,3,8,323,Others,1,0.9996025,High Risk
15220,52,6,1778.96,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
15221,366,4,2062.2000000000003,2,3,4,9,234,At Risk,1,0.99926585,High Risk
15222,319,11,3550.91,2,5,5,12,255,At Risk,1,0.99921155,High Risk
15223,226,5,1417.95,2,4,4,10,244,At Risk,1,0.9997583,High Risk
15224,358,5,871.36,2,4,3,9,243,At Risk,1,0.99973327,High Risk
15225,234,1,409.4,2,1,2,5,212,Lost,1,0.9996289,High Risk
15226,311,1,154.41,2,1,1,4,211,Lost,1,0.9996289,High Risk
15227,37,9,2488.49,4,5,4,13,454,Champions,0,0.0002199083,Low Risk
15228,66,6,5580.27,3,4,5,12,345,Loyal Customers,0,0.0002199083,Low Risk
15229,586,1,160.5,1,1,1,3,111,Lost,1,0.9996289,High Risk
15230,239,2,429.6,2,2,2,6,222,Lost,1,0.9996289,High Risk
15231,621,1,250.26,1,1,1,3,111,Lost,1,0.9996289,High Risk
15232,113,2,612.06,3,2,3,8,323,Others,1,0.9996289,High Risk
15233,401,1,59.400000000000006,2,1,1,4,211,Lost,1,0.9996289,High Risk
15234,277,1,197.0,2,1,1,4,211,Lost,1,0.9996289,High Risk
15235,218,16,2772.76,2,5,4,11,254,At Risk,1,0.99942315,High Risk
15236,299,1,321.05,2,1,2,5,212,Lost,1,0.9996289,High Risk
15237,2,4,1412.32,5,3,4,12,534,Loyal Customers,0,0.00039549524,Low Risk
15238,29,3,1071.99,4,3,3,10,433,Loyal Customers,0,0.00036926035,Low Risk
15239,10,2,780.59,5,2,3,10,523,New Customers,0,0.00036926035,Low Risk
15240,45,12,4459.98,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15241,67,11,3050.16,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15242,422,1,302.04,1,1,2,4,112,Lost,1,0.9996289,High Risk
15243,74,2,927.28,3,2,3,8,323,Others,0,0.0004422136,Low Risk
15244,65,3,912.08,3,3,3,9,333,Loyal Customers,0,0.00036926035,Low Risk
15245,134,8,4610.84,3,4,5,12,345,Loyal Customers,1,0.99921155,High Risk
15246,238,3,780.4,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15247,122,3,976.06,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
15248,411,3,1893.93,1,3,4,8,134,At Risk,1,0.99940777,High Risk
15249,32,18,9266.0,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15250,641,1,60.0,1,1,1,3,111,Lost,1,0.9996289,High Risk
15251,9,21,20324.54,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15252,36,5,2103.41,4,4,4,12,444,Champions,0,0.00030680475,Low Risk
15253,16,8,2055.09,5,4,4,13,544,Champions,0,0.00030680475,Low Risk
15254,127,3,1088.35,3,3,3,9,333,Loyal Customers,1,0.9995073,High Risk
15255,67,9,3706.02,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15256,149,2,170.4,3,2,1,6,321,Others,1,0.9996289,High Risk
15257,283,2,685.9,2,2,3,7,223,Cant Lose Them,1,0.9996025,High Risk
15258,169,2,623.16,3,2,3,8,323,Others,1,0.9996289,High Risk
15259,513,4,1182.38,1,3,3,7,133,At Risk,1,0.99958855,High Risk
15260,100,25,8767.73,3,5,5,13,355,Loyal Customers,1,0.99921155,High Risk
15261,135,4,1508.0,3,3,4,10,334,Loyal Customers,1,0.9995535,High Risk
15262,324,3,418.82,2,3,2,7,232,Others,1,0.9996289,High Risk
15263,107,1,156.51,3,1,1,5,311,Others,1,0.9996289,High Risk
15264,64,2,848.4,3,2,3,8,323,Others,0,0.0004422136,Low Risk
15265,151,4,3345.64,3,3,5,11,335,Loyal Customers,1,0.99914396,High Risk
15266,338,5,852.21,2,4,3,9,243,At Risk,1,0.99973327,High Risk
15267,22,5,1717.36,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
15268,479,3,961.9,1,3,3,7,133,At Risk,1,0.99958855,High Risk
15269,24,3,1225.36,4,3,4,11,434,Loyal Customers,0,0.00061562913,Low Risk
15270,16,21,8524.86,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15271,7,24,4528.54,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15272,57,6,2030.95,4,4,4,12,444,Champions,0,0.00030680475,Low Risk
15273,600,1,228.96,1,1,1,3,111,Lost,1,0.9996289,High Risk
15274,4,2,716.57,5,2,3,10,523,New Customers,0,0.00037169023,Low Risk
15275,38,1,615.14,4,1,3,8,413,New Customers,0,0.0004902948,Low Risk
15276,66,4,619.8,3,3,3,9,333,Loyal Customers,0,0.0004094127,Low Risk
15277,47,2,476.34,4,2,2,8,422,New Customers,0,0.0004902948,Low Risk
15278,562,4,496.16,1,3,2,6,132,Others,1,0.9996289,High Risk
15279,355,5,1580.54,2,4,4,10,244,At Risk,1,0.9997583,High Risk
15280,172,3,397.52,3,3,2,8,332,Potential Loyalists,1,0.9996289,High Risk
15281,59,16,8543.57,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15282,570,1,348.59,1,1,2,4,112,Lost,1,0.9996289,High Risk
15283,390,3,148.33,2,3,1,6,231,Others,1,0.9996289,High Risk
15284,500,1,24.75,1,1,1,3,111,Lost,1,0.9996289,High Risk
15285,408,1,94.92,2,1,1,4,211,Lost,1,0.9996289,High Risk
15286,50,1,240.55,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
15287,22,5,856.03,4,4,3,11,443,Loyal Customers,0,0.0007484747,Low Risk
15288,43,10,3715.38,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15289,29,5,1593.09,4,4,4,12,444,Champions,0,0.00067572953,Low Risk
15290,5,26,10496.28,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15291,26,40,13517.76,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15292,201,1,178.39,2,1,1,4,211,Lost,1,0.9996289,High Risk
15293,666,1,247.5,1,1,1,3,111,Lost,1,0.9996289,High Risk
15294,411,1,233.35,1,1,1,3,111,Lost,1,0.9996289,High Risk
15295,654,1,207.04,1,1,1,3,111,Lost,1,0.9996289,High Risk
15296,51,12,10323.03,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15297,10,3,641.94,5,3,3,11,533,Loyal Customers,0,0.00039627156,Low Risk
15298,2,23,9061.77,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15299,67,10,6156.53,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15300,64,1,496.44,3,1,2,6,312,Others,0,0.0004902948,Low Risk
15301,51,17,6909.67,4,5,5,14,455,Champions,0,0.0002199083,Low Risk
15302,730,1,308.0,1,1,2,4,112,Lost,1,0.9996289,High Risk
15303,290,3,1224.18,2,3,4,9,234,At Risk,1,0.9997044,High Risk
15304,61,9,796.4000000000001,3,5,3,11,353,Loyal Customers,0,0.0007484747,Low Risk
15305,555,1,93.6,1,1,1,3,111,Lost,1,0.9996289,High Risk
15306,64,9,3484.73,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15307,96,1,205.3,3,1,1,5,311,Others,1,0.9996289,High Risk
15308,274,1,310.47,2,1,2,5,212,Lost,1,0.9996289,High Risk
15309,611,4,797.96,1,3,3,7,133,At Risk,1,0.99958855,High Risk
15310,479,1,1634.64,1,1,4,6,114,Cant Lose Them,1,0.9996271,High Risk
15311,1,208,114966.42,5,5,5,15,555,Champions,0,0.0002199083,Low Risk
15312,75,12,2930.19,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15313,110,1,52.0,3,1,1,5,311,Others,1,0.9996289,High Risk
15314,199,3,820.4499999999999,2,3,3,8,233,At Risk,1,0.99958855,High Risk
15315,64,2,570.5,3,2,2,7,322,Others,0,0.0004902948,Low Risk
15316,327,1,165.0,2,1,1,4,211,Lost,1,0.9996289,High Risk
15317,677,1,129.75,1,1,1,3,111,Lost,1,0.9996289,High Risk
15318,4,1,312.62,5,1,2,8,512,New Customers,0,0.0004902948,Low Risk
15319,284,1,204.5,2,1,1,4,211,Lost,1,0.9996289,High Risk
15320,44,1,267.13,4,1,1,6,411,New Customers,0,0.0004902948,Low Risk
15321,71,12,6709.7300000000005,3,5,5,13,355,Loyal Customers,0,0.0002199083,Low Risk
15322,86,2,1390.86,3,2,4,9,324,Others,0,0.00045565024,Low Risk
15323,563,3,434.6,1,3,2,6,132,Others,1,0.9996289,High Risk
15324,701,1,140.22000000000003,1,1,1,3,111,Lost,1,0.9996289,High Risk
